Country,Year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
United Kingdom,2018,37.781,4.09,224.541,14.917,526.546,34.98,10.513,0.664,284.675,-15.593,-17.811,1451.316,96.415,253.338,16.83,-8.125,-1.857,316.133,21.002,5.058,4.291,351.84,332.73,17.097,-0.101,-2.275,33820.566,0.87,-1.26,-22.411,2373.218,157.66,26434.709,1756.137,47.384,78.162,0.792,6.199,788.487,1979.288,131.49,11868.902,-3.18,-13.319,6104.301,405.527,39.519,35.094,94.72,-7.455,-1.252,14.401,81.887,5.44,216.782,1.635,0.641,5.593,20.136,490.665,2635.287,175.07,7385.857,52.616,21.838,19.11,5.431,-7.496,-14.436,165.186,979.333,65.06,2486.503,19.553,7.352,-1.224,-10.799,871.235,140.593,9.34,13114.491,9.093,49.312,8905.555,591.623,2.807,38.777,112.081,34.99,0.01,10.071,10.255,526.696,0.151,1687.131,10.516,0.003,4.988,5008.505,2246.802,13.985,34.573,325.479,1655.954,110.01,4899.354,33.063,14.486,10.571,3.026,33.517,190.718,12.67,504.525,3.808,1.492,14.638,18.452,150.562,856.653,56.91,2266.374,17.104,6.701
United States,2018,-1.325,-5.433,1218.223,404.621,186.156,61.83,1.472,1.512,435.006,-4.234,-163.134,11108.142,3689.458,3460.86,1149.49,-1.676,-72.928,12878.457,4277.451,27.359,13.783,4246.01,4201.55,17.392,3.66,945.143,80595.484,1.477,4.212,897.748,8012.584,2661.3,66877.977,22212.854,63.341,82.98,11.077,819.71,8219.633,4423.225,1469.13,24747.492,12.7,947.654,25318.723,8409.361,34.966,30.706,1827.7,-2.457,-23.911,765.977,862.949,286.62,2306.186,6.822,2.861,1.187,47.394,4556.134,4637.351,1540.25,13717.509,36.659,17.02,44.46,1.047,0.265,-6.949,2156.894,2429.939,807.08,6493.931,19.209,8.057,2.397,241.171,10303.762,128.5,42.68,31022.342,16.62,1109.805,23445.822,7787.296,1.016,38.491,250.438,80.52,18.69,-1.096,-3.174,242.428,56.271,754.014,1.916,0.445,0.936,12649.936,26768.986,1.882,54.343,2399.24,2207.412,733.17,7223.578,17.45,8.963,20.819,41.78,249.513,281.086,93.36,751.23,2.222,0.932,7.222,45.081,728.691,820.949,272.67,2193.926,6.49,2.722
Vietnam,2018,0.0,0.0,0.0,0.0,1.37,0.13,0.062,0.0,465.032,33.22,109.599,4630.639,439.514,883.428,83.85,10.349,25.889,2908.31,276.04,40.083,40.573,210.81,209.19,22.118,12.416,119.642,11413.172,1.59,17.354,127.256,1306.231,123.98,9066.697,860.56,59.267,79.441,1.46,1.39,96.596,420.59,39.92,1017.723,1.46,1.39,1017.723,96.596,19.083,8.917,97.28,-3.327,-8.902,219.81,890.171,84.49,2315.875,40.389,20.291,-2.807,-7.614,222.714,897.757,85.21,2346.476,40.733,20.559,1.62,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.279,16.267,324.449,2.213,0.21,3418.335,-10.397,-16.747,1520.616,144.328,0.1,29.951,1.558,0.488,0.0,134.615,0.894,5.141,0.0,16.413,0.233,0.0,0.144,2203.988,1083.274,-2.807,-7.614,222.714,897.757,85.21,2346.476,40.733,20.559,175.275,0.037,0.058,1.054,0.1,0.613,0.048,0.005,39.143,0.357,1.288,5.163,0.49,13.575,0.234,0.119
Australia,2019,-8.546,-0.141,59.703,1.514,136.845,3.47,1.305,0.09,670.102,-4.42,-22.491,19181.621,486.392,5909.177,149.84,0.661,24.064,144420.766,3662.102,56.352,28.955,265.9,265.9,16.749,3.376,54.857,66247.297,1.338,2.705,40.321,8306.921,210.64,60367.379,1530.746,79.218,91.124,18.462,68.663,440.57,2197.012,55.71,17374.59,14.678,187.005,57617.781,1461.024,20.951,26.227,178.18,-19.008,-8.843,36.958,552.901,14.02,1457.515,5.273,2.2,10.991,14.536,149.098,2179.265,55.26,5879.921,20.782,8.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.96,-5.851,603.784,200.732,5.09,23811.162,31.683,53.879,8831.165,223.933,1.914,35.943,11.07,3.468,0.0,-3.356,-0.384,136.755,0.0,436.551,1.304,0.0,0.659,10486.187,1679.844,10.991,14.536,149.098,2179.265,55.26,5879.921,20.782,8.876,48.366,15.602,48.229,721.689,18.3,1901.997,6.882,2.871,19.738,8.302,51.327,767.83,19.47,2024.155,7.322,3.055
Bangladesh,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.43,68.242,19.496,290.394,48.065,6.585,1.09,0.0,0.0,0.0,0.0,1.285,9.962,91.61,84.82,17.656,12.148,52.261,2914.894,0.673,12.23,52.229,505.751,83.71,2895.676,479.281,98.691,99.341,12.78,35.054,309.344,413.011,68.36,1868.964,-4.881,-12.973,1527.611,252.844,80.594,64.118,57.29,-4.89,-0.12,2.17,4.652,0.77,13.108,0.908,0.45,1.407,0.033,3.181,6.706,1.11,19.218,1.309,0.659,6.79,7.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.869,-2.321,121.873,86.155,14.26,736.319,0.0,0.0,0.0,0.0,16.812,25.261,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.002,512.457,482.462,1.407,0.033,3.181,6.706,1.11,19.218,1.309,0.659,18.746,0.153,0.986,1.994,0.33,5.957,0.389,0.204,0.0,0.0,0.013,0.06,0.01,0.081,0.012,0.003
Brazil,2019,10.687,25.537,1248.842,264.483,259.322,54.92,8.672,7.486,141.932,-6.004,-11.466,847.625,179.512,102.369,21.68,-8.395,-2.304,118.727,25.144,3.423,5.081,658.29,633.33,24.04,1.639,56.982,16681.945,1.158,-1.005,-18.667,480.492,101.76,8680.78,1838.441,16.067,52.037,-0.439,-1.574,357.333,311.451,65.96,1687.263,2.322,5.842,1215.704,257.465,10.415,10.114,89.89,2.29,19.682,1048.793,1878.717,397.88,4952.208,62.823,29.686,6.153,75.65,1694.51,2509.976,531.57,8001.166,83.933,47.963,24.96,3.792,2.903,1.004,40.797,76.163,16.13,192.638,2.547,1.155,-0.43,-5.627,1301.595,66.672,14.12,6145.892,7.536,123.232,8303.062,1758.446,2.229,36.842,175.319,54.921,0.0,0.99,1.719,259.326,0.0,827.823,8.672,0.0,4.962,2990.469,3532.95,6.222,74.646,1653.713,2433.813,515.44,7808.528,81.386,46.808,92.249,8.383,17.541,31.4,6.65,82.827,1.05,0.497,15.493,19.325,147.577,264.375,55.99,696.829,8.841,4.177
Canada,2019,1.317,0.322,659.724,24.755,274.768,10.31,1.572,0.609,169.916,-6.523,-11.805,4508.07,169.154,1336.262,50.14,-1.417,-4.809,8917.488,334.607,7.643,4.158,608.95,656.03,20.459,-0.546,-22.318,108410.719,2.38,-0.237,-6.303,3371.303,126.5,70684.023,2652.247,19.283,65.2,0.819,9.64,1186.542,1943.896,72.94,31622.088,-4.045,-71.499,45206.629,1696.27,11.118,29.169,111.47,-1.069,-14.634,1006.336,10174.405,381.77,26819.475,58.194,24.739,-0.696,-16.015,1415.603,14112.302,529.53,37726.695,80.717,34.8,-47.08,-7.731,0.463,0.234,254.196,2678.12,100.49,6774.488,15.318,6.249,-0.318,-4.139,1296.55,91.145,3.42,34553.863,2.218,66.49,81659.219,3064.065,0.521,31.873,32.903,10.307,0.0,-2.223,-0.748,274.695,0.0,876.884,1.571,0.0,0.809,17483.605,4067.85,-0.949,-16.249,1161.407,11434.181,429.04,30952.205,65.399,28.551,7.449,0.708,10.754,108.735,4.08,286.607,0.622,0.264,-1.78,-1.897,86.659,876.272,32.88,2309.519,5.012,2.13
China,2019,7.079,2.383,25.356,36.053,79.283,112.73,1.502,0.09,619.617,2.55,570.09,16121.257,22922.236,3414.665,4855.19,3.754,801.49,15581.264,22154.439,64.706,57.037,7486.63,7503.43,20.672,4.631,1778.898,28264.688,1.701,3.598,1177.369,3615.085,5140.16,23840.195,33897.516,68.504,84.346,8.612,244.508,3083.768,163.518,232.5,2168.821,9.492,153.226,1243.026,1767.414,3.099,7.673,4649.25,6.143,182.447,3354.375,894.98,1272.54,2359.139,16.959,8.347,10.875,601.533,6291.029,1662.093,2363.27,4424.494,31.496,15.654,-16.8,-0.224,18.203,133.071,882.026,245.241,348.7,620.331,4.647,2.195,4.818,362.77,7891.51,36.902,52.47,5550.116,1.217,26.796,1567.403,2228.634,0.699,19.636,359.759,112.725,0.0,20.272,60.651,79.28,0.0,253.019,1.502,0.0,0.895,5277.178,40188.543,9.718,468.462,5409.004,1416.851,2014.57,3804.164,26.849,13.459,26.625,122.429,590.458,157.54,224.0,415.27,2.985,1.469,10.798,100.553,1068.36,285.048,405.3,751.38,5.402,2.658
Egypt,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.428,-9.642,-2.448,217.205,22.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.183,199.77,200.56,19.711,-1.889,-20.24,9951.896,0.815,-3.001,-30.845,1704.339,180.01,9439.065,996.942,89.754,94.847,-0.934,-5.566,590.387,1625.943,171.73,5589.795,10.895,63.798,6148.416,649.388,85.625,56.168,116.21,8.945,2.921,37.113,133.31,14.08,351.388,7.02,3.531,24.808,10.605,54.164,194.568,20.55,512.83,10.246,5.153,-0.79,-0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.617,-22.831,383.614,78.395,8.28,3632.065,-3.142,-12.002,3502.918,369.974,4.128,36.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898.907,1051.106,24.808,10.605,54.164,194.568,20.55,512.83,10.246,5.153,169.233,2.462,3.925,14.107,1.49,37.162,0.743,0.373,66.692,5.223,13.126,47.151,4.98,124.28,2.483,1.249
France,2019,4.13,1.356,530.771,34.182,134.162,8.64,1.527,1.252,59.834,-20.739,-20.782,1233.282,79.423,56.522,3.64,0.0,0.0,0.0,0.0,0.643,2.91,508.06,565.73,29.241,-2.13,-59.394,42384.668,1.032,-1.406,-19.799,833.233,53.66,21559.725,1388.441,9.485,50.867,1.923,8.237,436.62,610.406,39.31,6779.845,0.0,0.0,0.0,0.0,6.949,15.996,33.85,-12.341,-21.416,147.688,883.699,56.91,2293.293,10.06,5.411,-2.32,-39.595,1341.122,7951.427,512.07,20824.947,90.515,49.133,-57.67,-11.351,-3.373,-39.101,1009.287,6195.831,399.01,15672.221,70.53,36.976,-0.825,-7.254,872.398,166.305,10.71,13546.597,0.0,0.0,0.0,0.0,1.893,31.961,28.017,9.25,0.61,1.549,0.428,143.634,9.472,435.042,1.635,0.108,1.026,8784.659,2729.562,0.697,-0.493,331.834,1755.597,113.06,5152.726,19.985,12.157,12.78,3.379,30.704,189.131,12.18,476.764,2.153,1.125,21.326,15.76,91.245,539.132,34.72,1416.855,6.137,3.343
Germany,2019,-1.705,-0.558,386.781,32.16,602.9,50.13,8.354,0.87,392.491,-22.62,-182.472,7507.296,624.218,2061.982,171.45,-24.779,-108.88,3975.167,330.528,28.571,16.894,567.42,600.09,19.005,-2.451,-92.843,44436.824,0.951,-4.593,-135.225,3413.787,283.85,33785.625,2809.212,47.301,76.031,3.998,34.323,892.83,1082.405,90.0,10737.825,-3.808,-2.11,641.116,53.308,14.998,24.164,235.53,11.519,5.2,52.01,237.287,19.73,625.514,3.288,1.408,5.048,42.382,885.628,3803.332,316.24,10651.205,52.699,23.969,-32.67,-5.758,-1.228,-3.073,189.89,902.846,75.07,2283.759,12.51,5.139,1.01,12.925,1292.164,269.399,22.4,15540.501,0.0,0.0,0.0,0.0,3.733,34.972,160.513,50.33,0.2,-1.271,-2.083,605.305,2.405,1930.443,8.387,0.033,4.344,7217.119,3694.84,6.914,45.455,695.738,2900.486,241.17,8367.446,40.189,18.83,2.033,1.943,119.201,543.849,45.22,1433.602,7.536,3.226,14.5,40.953,331.853,1514.045,125.89,3991.106,20.979,8.982
India,2019,23.248,2.451,9.396,12.996,22.782,31.51,1.943,0.139,714.876,0.149,7.421,3607.1,4989.023,866.712,1198.76,-1.588,-56.466,2529.714,3498.878,73.902,53.546,1618.96,1622.1,18.571,2.522,229.243,6736.512,0.971,1.299,107.391,920.952,1273.78,6054.077,8373.467,78.527,89.87,2.161,12.536,592.498,52.02,71.95,428.381,-2.131,-5.86,194.529,269.055,4.436,6.359,1159.6,15.966,57.454,427.202,117.178,162.07,308.87,9.991,4.585,15.358,121.852,943.882,251.838,348.32,682.434,21.473,10.13,-3.14,-0.194,15.652,15.095,114.238,32.651,45.16,82.595,2.784,1.226,3.233,87.434,2791.946,2.22,3.07,2018.597,-5.209,-23.959,315.214,435.976,0.189,29.965,100.591,31.512,0.0,15.749,13.687,22.783,0.0,72.728,1.943,0.0,1.08,1172.79,9317.351,15.316,106.757,829.644,219.187,303.16,599.839,18.689,8.904,27.349,25.838,121.96,33.454,46.27,88.178,2.852,1.309,4.979,7.327,166.895,45.774,63.31,120.666,3.903,1.791
Indonesia,2019,70.56,24.194,216.937,58.482,45.144,12.17,4.119,2.543,693.813,22.189,145.502,2972.114,801.231,647.259,174.49,12.221,388.421,13230.173,3566.628,59.061,34.842,297.12,295.44,13.334,6.879,148.003,8530.325,0.703,6.307,125.144,917.714,247.4,7824.044,2109.228,83.74,91.72,0.414,1.874,454.684,231.172,62.32,1686.622,-7.168,-52.182,2506.963,675.834,21.094,19.772,204.98,-2.197,-1.464,55.78,78.492,21.16,206.912,7.162,2.426,28.884,22.859,190.401,178.201,48.04,706.281,16.26,8.28,1.68,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.539,-22.232,853.313,39.283,10.59,3165.308,-3.377,-15.497,1644.697,443.382,3.584,37.107,74.551,26.28,14.11,-0.631,-0.717,97.484,52.34,276.543,8.895,4.776,3.242,1095.915,2299.63,28.884,22.859,190.401,178.201,48.04,706.281,16.26,8.28,31.029,0.073,0.312,0.445,0.12,1.157,0.041,0.014,154.764,0.773,1.276,1.781,0.48,4.733,0.162,0.055
Iran,2019,0.0,0.0,0.0,0.0,0.116,0.01,0.003,0.0,607.733,19.459,3.084,218.715,18.933,8.549,0.74,0.0,0.0,0.0,0.0,0.232,0.58,312.03,318.89,9.976,5.428,168.052,37705.781,2.269,3.457,105.445,3204.211,277.37,36449.309,3155.206,86.98,96.668,2.702,57.462,2183.896,2824.608,244.51,25228.619,3.72,81.888,26375.1,2283.14,76.675,66.909,193.8,244.226,63.239,89.267,391.27,33.87,1031.225,10.621,2.735,134.31,62.607,108.766,479.644,41.52,1256.473,13.02,3.332,-6.86,-2.199,-6.895,-1.265,16.215,74.049,6.41,187.323,2.01,0.497,4.948,44.9,952.377,371.054,32.12,11001.976,-27.368,-708.589,21723.994,1880.52,10.072,29.178,0.034,0.011,0.0,-56.277,-0.044,0.123,0.0,0.394,0.003,0.0,0.001,3683.855,3263.971,224.048,63.872,92.55,405.595,35.11,1069.15,11.01,2.836,130.134,0.759,1.346,5.892,0.51,15.544,0.16,0.041,-3.733,-0.081,1.903,8.318,0.72,21.986,0.226,0.058
Italy,2019,-41.426,-6.619,156.7,9.359,327.318,19.55,6.742,0.514,351.288,-24.406,-25.033,1298.126,77.534,315.43,18.84,0.0,0.0,0.0,0.0,6.497,4.261,328.13,289.99,17.904,-1.839,-34.084,30464.064,0.86,-2.003,-30.544,2915.888,174.16,25021.668,1494.493,60.057,82.135,2.278,15.765,707.906,2372.424,141.7,11852.178,-10.945,-5.679,773.716,46.212,48.864,38.905,101.87,-5.055,-6.983,122.194,775.517,46.32,2045.851,15.973,6.716,-3.977,-3.541,325.063,1939.294,115.83,5442.396,39.943,17.865,38.14,11.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.913,-21.276,709.052,228.034,13.62,11871.363,-8.66,-4.717,833.107,49.76,4.697,38.968,77.814,25.62,6.07,1.503,1.175,428.945,101.627,1302.809,8.835,2.093,4.277,4855.182,1819.556,-3.977,-3.541,325.063,1939.294,115.83,5442.396,39.943,17.865,4.569,2.508,62.443,396.632,23.69,1045.462,8.169,3.432,14.03,6.379,53.252,338.2,20.2,891.575,6.966,2.927
Japan,2019,-6.931,-0.356,38.003,4.781,255.661,32.16,3.135,0.092,523.982,-1.731,-24.004,10832.146,1362.594,2688.572,338.2,-27.131,-1.822,38.898,4.893,32.97,26.176,1025.78,1025.78,21.34,-2.088,-111.02,41382.203,1.077,-3.275,-154.257,6199.456,779.84,36220.367,4556.221,76.024,87.526,-6.555,-75.849,1081.233,3182.484,400.33,8595.424,0.0,0.0,0.0,0.0,39.027,20.771,537.49,-8.739,-19.448,194.849,585.412,73.64,1548.984,7.179,3.743,7.51,43.237,649.316,1955.137,245.94,5161.835,23.976,12.474,0.0,0.0,33.661,41.352,166.025,521.815,65.64,1319.837,6.399,3.189,-2.511,-54.405,2112.394,328.4,41.31,16792.799,0.0,0.0,0.0,0.0,4.027,40.58,86.268,27.597,0.0,7.183,5.765,219.387,0.0,685.802,2.69,0.0,1.657,8154.594,5205.537,0.394,1.885,483.291,1433.322,180.3,3841.998,17.577,9.284,10.139,15.765,177.742,538.589,67.75,1412.985,6.605,3.414,1.191,0.159,19.652,53.66,6.75,156.223,0.658,0.378
Malaysia,2019,48.624,2.464,229.582,7.531,34.752,1.14,0.639,0.607,626.275,-5.489,-14.214,7460.338,244.729,2329.288,76.41,0.0,0.0,0.0,0.0,42.807,19.724,176.84,178.5,14.962,2.58,31.206,37824.059,1.497,2.467,27.851,4565.293,149.76,35261.711,1156.726,83.899,93.226,1.203,5.373,452.151,2203.388,72.28,13783.404,1.789,13.619,23619.314,774.809,40.493,36.441,111.79,-0.49,-0.597,69.052,798.682,26.2,2104.984,14.678,5.565,8.83,3.355,84.055,876.112,28.74,2562.349,16.101,6.774,-1.66,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.671,36.692,459.846,32.618,1.07,14017.97,-6.052,-22.896,10834.879,355.428,0.599,37.061,3.626,1.136,0.0,-15.914,-0.686,34.63,0.0,110.546,0.636,0.0,0.292,5441.405,1240.781,8.83,3.355,84.055,876.112,28.74,2562.349,16.101,6.774,130.854,2.174,3.846,42.678,1.4,117.238,0.784,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,2019,10.425,0.255,21.553,2.696,57.641,7.21,2.092,0.12,525.728,-4.526,-7.131,1202.498,150.415,261.262,32.68,-17.569,-13.644,511.784,64.017,9.484,6.711,345.39,344.57,16.179,-1.053,-23.863,17919.082,1.095,-1.124,-23.394,2205.455,275.87,16455.648,2058.36,80.062,91.833,3.451,31.157,933.893,1666.063,208.4,7466.052,-3.083,-11.679,2934.873,367.109,60.481,41.665,181.15,-26.778,-23.067,62.215,188.751,23.61,497.383,6.852,2.776,0.215,-0.47,183.054,549.225,68.7,1463.434,19.938,8.167,0.82,0.237,-17.448,-6.109,28.304,89.459,11.19,226.28,3.248,1.263,-4.642,-47.42,974.052,278.13,34.79,7787.098,-7.207,-85.74,8825.186,1103.901,10.097,43.457,19.481,7.213,0.0,-2.021,-0.508,57.662,0.0,155.743,2.093,0.0,0.869,2754.68,2241.414,4.366,5.639,154.75,459.766,57.51,1237.154,16.69,6.904,210.25,17.768,26.266,79.626,9.96,209.982,2.891,1.172,34.512,11.191,44.092,133.749,16.73,352.493,4.855,1.967
Netherlands,2019,24.959,1.614,465.398,8.081,335.191,5.82,4.848,0.79,409.996,-22.261,-21.389,4301.868,74.694,1018.818,17.69,0.0,0.0,0.0,0.0,14.736,7.306,120.91,120.05,12.303,-0.432,-4.44,58878.891,1.224,-1.869,-17.923,5375.719,93.34,54195.602,941.012,77.751,92.046,4.418,15.722,371.611,4072.968,70.72,21402.15,-14.589,-47.389,15978.821,277.444,58.909,36.349,49.22,2.535,0.004,0.196,4.032,0.07,11.262,0.058,0.019,20.546,13.483,81.317,1538.306,26.71,4683.29,22.249,7.954,0.86,0.711,11.238,0.966,9.89,225.188,3.91,569.57,3.257,0.967,-2.418,-12.256,494.707,283.933,4.93,28491.58,0.0,0.0,0.0,0.0,4.107,48.39,18.584,5.82,0.0,27.859,4.049,335.191,0.0,1070.305,4.848,0.0,1.818,6914.024,1022.329,21.837,12.516,71.428,1313.117,22.8,4113.72,18.992,6.987,45.623,4.423,14.233,311.001,5.4,819.701,4.498,1.392,9.095,2.426,30.335,662.894,11.51,1747.055,9.588,2.967
Nigeria,2019,0.0,0.0,0.0,0.0,0.098,0.02,0.06,0.0,491.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,33.12,0.0,3.353,16.376,2482.832,0.468,0.0,0.0,121.148,24.63,0.0,0.0,74.366,0.0,0.0,0.0,0.0,121.148,24.63,0.0,2.092,10.096,2423.908,492.791,74.366,0.0,16.27,0.0,0.0,0.0,41.465,8.43,0.0,25.453,0.0,0.0,0.0,0.0,41.76,8.49,0.0,25.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,54.578,5769.556,1172.977,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.098,0.0,0.0,0.06,0.0,0.0,162.908,504.771,0.0,0.0,0.0,41.76,8.49,0.0,25.634,0.0,0.0,0.0,0.0,0.197,0.04,0.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,2019,0.0,0.0,0.0,0.0,7.658,1.71,1.283,0.0,477.98,13.743,18.916,701.151,156.562,115.812,25.86,60.834,13.939,165.038,36.852,19.401,15.935,133.8,133.29,14.809,1.183,11.486,4400.116,0.838,-0.577,-4.944,381.203,85.12,3815.24,851.917,63.861,86.708,2.031,8.854,444.73,206.097,46.02,1991.684,-4.405,-15.067,1464.147,326.934,34.526,45.264,63.71,22.58,17.259,95.254,150.385,33.58,426.587,25.193,9.695,14.943,16.429,130.599,215.725,48.17,584.876,36.139,13.292,0.51,0.381,-0.711,-0.253,23.227,40.619,9.07,104.021,6.805,2.364,-11.546,-32.713,250.625,59.294,13.24,1122.405,0.0,0.0,0.0,0.0,9.933,25.509,1.973,1.71,0.0,-40.017,-1.316,7.658,0.0,8.836,1.283,0.0,0.201,596.928,982.516,19.193,16.682,107.372,175.106,39.1,480.854,29.335,10.928,-3.122,-0.067,1.846,4.165,0.93,8.266,0.698,0.188,11.175,0.807,8.299,12.898,2.88,37.165,2.161,0.845
Philippines,2019,6.511,0.373,55.338,6.108,9.331,1.03,0.971,1.079,592.662,6.928,13.172,1841.908,203.311,524.457,57.89,0.0,0.0,0.0,0.0,54.598,35.913,106.03,106.03,19.984,2.988,16.423,5128.804,0.574,4.082,19.704,760.911,83.99,4551.669,502.417,79.213,88.747,3.111,1.272,42.16,202.481,22.35,381.95,0.0,0.0,0.0,0.0,21.079,7.447,62.84,-14.446,-3.672,21.203,72.748,8.03,192.088,7.573,3.745,-3.123,-3.281,63.705,199.672,22.04,577.135,20.787,11.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,5.259,256.946,33.973,3.75,2327.812,0.0,0.0,0.0,0.0,3.537,45.387,30.363,11.72,10.69,1.655,0.343,106.178,96.847,275.075,11.053,10.082,5.363,960.584,566.121,-3.123,-3.281,63.705,199.672,22.04,577.135,20.787,11.253,-0.246,-0.02,3.285,11.324,1.25,29.758,1.179,0.58,-9.651,-0.305,2.746,9.422,1.04,24.876,0.981,0.485
Poland,2019,8.009,0.848,297.057,11.435,199.514,7.68,4.705,0.963,771.903,-10.894,-63.097,13406.86,516.078,3069.082,118.14,-5.628,-30.941,13478.113,518.821,72.381,43.468,173.84,163.22,14.301,-2.849,-34.815,30843.25,1.059,-4.021,-46.274,3578.777,137.76,28691.801,1104.451,84.401,93.025,4.831,9.627,208.888,384.479,14.8,5426.559,0.098,0.039,1035.287,39.852,9.068,17.594,125.99,-0.588,-0.05,5.162,50.918,1.96,134.109,1.201,0.435,14.563,11.459,82.817,661.409,25.46,2151.451,15.599,6.975,10.62,6.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.933,7.196,379.485,125.216,4.82,9858.38,0.0,0.0,0.0,0.0,2.953,31.963,24.526,7.68,0.0,17.333,3.623,199.514,0.0,637.136,4.705,0.0,2.066,4240.185,1187.268,14.563,11.459,82.817,661.409,25.46,2151.451,15.599,6.975,136.891,1.08,1.873,18.445,0.71,48.666,0.435,0.158,18.031,5.958,39.821,392.533,15.11,1034.484,9.257,3.354
